,stays_in_week_nights,stays_in_weekend_nights,arrival_date_year,arrival_date_month,arrival_date_day_of_month,adr,is_canceled
74,1.0,1.0,2017.0,4.0,1.0,56.07496,0.0
75,1.0,1.0,2017.0,4.0,1.0,59.242653,0.0
76,1.0,1.0,2017.0,4.0,1.0,50.344566,0.0
77,1.0,2.0,2017.0,4.0,1.0,80.38367,0.0
78,1.0,2.0,2017.0,4.0,1.0,80.38367,0.0
79,1.0,0.0,2017.0,4.0,1.0,67.44127,0.0
80,1.0,0.0,2017.0,4.0,1.0,26.94011,0.0
81,1.0,2.0,2017.0,4.0,1.0,63.59967,0.0
82,1.0,0.0,2017.0,4.0,1.0,51.954712,0.0
83,1.0,1.0,2017.0,4.0,1.0,87.35559,0.0
84,4.0,2.0,2017.0,4.0,1.0,22.472538,0.0
85,1.0,1.0,2017.0,4.0,1.0,57.65366,0.0
86,1.0,1.0,2017.0,4.0,1.0,86.68674,0.0
87,1.0,2.0,2017.0,4.0,1.0,78.68923,0.0
88,1.0,1.0,2017.0,4.0,1.0,81.54761,0.0
89,1.0,1.0,2017.0,4.0,1.0,58.18051,0.0
90,1.0,2.0,2017.0,4.0,1.0,78.68923,0.0
91,1.0,2.0,2017.0,4.0,1.0,66.28522,0.0
92,1.0,1.0,2017.0,4.0,1.0,104.48263,0.0
93,1.0,1.0,2017.0,4.0,1.0,80.8926,0.0
94,3.0,2.0,2017.0,4.0,1.0,41.363876,0.0
95,1.0,1.0,2017.0,4.0,1.0,19.628378,0.0
96,5.0,2.0,2017.0,4.0,1.0,48.116085,0.0
97,1.0,2.0,2017.0,4.0,1.0,78.97021,0.0
98,5.0,2.0,2017.0,4.0,1.0,76.61944,0.0
99,1.0,2.0,2017.0,4.0,1.0,63.75094,0.0
100,5.0,2.0,2017.0,4.0,1.0,103.97005,0.0
101,1.0,2.0,2017.0,4.0,1.0,77.46865,1.0
102,5.0,2.0,2017.0,4.0,1.0,45.035736,0.0
103,1.0,2.0,2017.0,4.0,1.0,78.97021,0.0
104,1.0,2.0,2017.0,4.0,1.0,78.97021,0.0
105,1.0,2.0,2017.0,4.0,1.0,78.97021,0.0
106,1.0,2.0,2017.0,4.0,1.0,78.97021,0.0
107,1.0,1.0,2017.0,4.0,1.0,144.9055,0.0
108,5.0,2.0,2017.0,4.0,1.0,35.962112,0.0
109,1.0,0.0,2017.0,4.0,1.0,20.594442,1.0
110,3.0,2.0,2017.0,4.0,1.0,175.87747,0.0
111,1.0,2.0,2017.0,4.0,1.0,93.919205,0.0
112,4.0,2.0,2017.0,4.0,1.0,39.926903,0.0
113,5.0,2.0,2017.0,4.0,1.0,40.14987,0.0
114,1.0,1.0,2017.0,4.0,1.0,41.799816,0.0
115,5.0,2.0,2017.0,4.0,1.0,48.23994,0.0
116,1.0,2.0,2017.0,4.0,1.0,64.67436,0.0
117,5.0,2.0,2017.0,4.0,1.0,36.92814,0.0
118,5.0,2.0,2017.0,4.0,1.0,38.494576,0.0
119,2.0,2.0,2017.0,4.0,1.0,92.38832,0.0
120,3.0,2.0,2017.0,4.0,1.0,44.605442,0.0
121,6.0,2.0,2017.0,4.0,1.0,54.20542,0.0
122,1.0,0.0,2017.0,4.0,1.0,48.897545,0.0
123,5.0,2.0,2017.0,4.0,1.0,83.745056,0.0
124,5.0,2.0,2017.0,4.0,1.0,42.537907,0.0
125,1.0,2.0,2017.0,4.0,1.0,74.17083,0.0
126,5.0,2.0,2017.0,4.0,1.0,65.78,0.0
127,1.0,2.0,2017.0,4.0,1.0,61.445396,0.0
128,4.0,2.0,2017.0,4.0,1.0,46.029015,0.0
129,5.0,2.0,2017.0,4.0,1.0,32.633076,0.0
130,5.0,2.0,2017.0,4.0,1.0,65.78,0.0
131,5.0,2.0,2017.0,4.0,1.0,35.360786,0.0
132,1.0,2.0,2017.0,4.0,2.0,79.753586,0.0
133,2.0,2.0,2017.0,4.0,2.0,106.16111,0.0
134,5.0,2.0,2017.0,4.0,2.0,41.09688,0.0
135,1.0,2.0,2017.0,4.0,2.0,77.18788,1.0
136,2.0,2.0,2017.0,4.0,2.0,53.60636,0.0
137,2.0,2.0,2017.0,4.0,2.0,49.287083,0.0
138,4.0,2.0,2017.0,4.0,2.0,93.87142,0.0
139,1.0,2.0,2017.0,4.0,2.0,74.01856,1.0
140,0.0,1.0,2017.0,4.0,2.0,68.67044,0.0
141,1.0,2.0,2017.0,4.0,2.0,91.50154,0.0
142,2.0,2.0,2017.0,4.0,2.0,88.839226,0.0
143,1.0,2.0,2017.0,4.0,2.0,97.56199,0.0
144,2.0,2.0,2017.0,4.0,2.0,65.90251,0.0
145,2.0,2.0,2017.0,4.0,2.0,70.44912,0.0
146,1.0,2.0,2017.0,4.0,2.0,69.583534,0.0
147,3.0,2.0,2017.0,4.0,2.0,-9.774275,0.0
148,2.0,2.0,2017.0,4.0,2.0,46.06472,0.0
149,2.0,2.0,2017.0,4.0,2.0,109.36311,0.0
150,2.0,2.0,2017.0,4.0,2.0,69.58633,0.0
151,2.0,2.0,2017.0,4.0,2.0,53.981262,0.0
152,2.0,2.0,2017.0,4.0,2.0,68.56556,0.0
153,2.0,2.0,2017.0,4.0,2.0,95.74634,0.0
154,4.0,2.0,2017.0,4.0,2.0,79.117165,0.0
155,1.0,2.0,2017.0,4.0,2.0,100.31775,0.0
156,2.0,2.0,2017.0,4.0,2.0,65.49515,1.0
157,0.0,2.0,2017.0,4.0,2.0,79.41007,0.0
158,3.0,2.0,2017.0,4.0,2.0,74.06013,0.0
159,1.0,2.0,2017.0,4.0,2.0,69.47593,0.0
160,1.0,2.0,2017.0,4.0,2.0,67.517235,0.0
161,0.0,1.0,2017.0,4.0,2.0,87.9491,0.0
162,4.0,2.0,2017.0,4.0,2.0,-30.306664,0.0
163,1.0,2.0,2017.0,4.0,2.0,51.521255,0.0
164,0.0,1.0,2017.0,4.0,2.0,71.38347,0.0
165,0.0,2.0,2017.0,4.0,2.0,95.69773,0.0
166,0.0,2.0,2017.0,4.0,2.0,82.68653,1.0
167,0.0,1.0,2017.0,4.0,2.0,69.444756,0.0
168,4.0,2.0,2017.0,4.0,2.0,56.318787,0.0
169,4.0,2.0,2017.0,4.0,2.0,39.477257,0.0
170,2.0,2.0,2017.0,4.0,2.0,77.27708,0.0
171,5.0,2.0,2017.0,4.0,2.0,69.81606,0.0
172,2.0,2.0,2017.0,4.0,2.0,45.94892,0.0
173,2.0,2.0,2017.0,4.0,2.0,62.63059,0.0
174,1.0,2.0,2017.0,4.0,2.0,59.29503,0.0
175,1.0,2.0,2017.0,4.0,2.0,103.97261,0.0
176,5.0,2.0,2017.0,4.0,2.0,44.062405,0.0
177,1.0,2.0,2017.0,4.0,2.0,161.96107,0.0
178,0.0,1.0,2017.0,4.0,2.0,72.41776,0.0
179,1.0,2.0,2017.0,4.0,2.0,83.298904,0.0
180,0.0,1.0,2017.0,4.0,2.0,82.81372,0.0
181,1.0,2.0,2017.0,4.0,2.0,99.531815,0.0
182,2.0,2.0,2017.0,4.0,2.0,72.21996,0.0
183,6.0,4.0,2017.0,4.0,2.0,75.34943,0.0
184,1.0,2.0,2017.0,4.0,2.0,64.173416,0.0
185,0.0,2.0,2017.0,4.0,2.0,88.11759,1.0
186,2.0,2.0,2017.0,4.0,2.0,67.36959,0.0
187,2.0,2.0,2017.0,4.0,2.0,72.00458,0.0
188,2.0,2.0,2017.0,4.0,2.0,47.055622,0.0
189,2.0,2.0,2017.0,4.0,2.0,76.34029,0.0
190,2.0,2.0,2017.0,4.0,2.0,76.53564,0.0
191,2.0,2.0,2017.0,4.0,2.0,66.43511,0.0
192,0.0,2.0,2017.0,4.0,2.0,101.70585,0.0
193,1.0,2.0,2017.0,4.0,2.0,156.84789,0.0
194,0.0,2.0,2017.0,4.0,2.0,164.40616,0.0
195,2.0,2.0,2017.0,4.0,2.0,87.4351,0.0
196,0.0,1.0,2017.0,4.0,2.0,54.660732,0.0
197,3.0,2.0,2017.0,4.0,2.0,47.231644,0.0
198,0.0,1.0,2017.0,4.0,2.0,47.777645,0.0
199,1.0,2.0,2017.0,4.0,2.0,92.42322,0.0
200,2.0,2.0,2017.0,4.0,2.0,53.448708,0.0
201,0.0,2.0,2017.0,4.0,2.0,64.35175,0.0
202,2.0,2.0,2017.0,4.0,2.0,66.14924,0.0
203,1.0,2.0,2017.0,4.0,2.0,71.0442,0.0
204,2.0,2.0,2017.0,4.0,2.0,113.53886,0.0
205,3.0,2.0,2017.0,4.0,2.0,159.47295,0.0
206,2.0,2.0,2017.0,4.0,2.0,50.719143,0.0
207,4.0,2.0,2017.0,4.0,2.0,31.345446,0.0
208,5.0,2.0,2017.0,4.0,2.0,35.628094,0.0
209,5.0,2.0,2017.0,4.0,2.0,68.30398,0.0
210,2.0,2.0,2017.0,4.0,2.0,60.938686,0.0
211,2.0,2.0,2017.0,4.0,2.0,71.20355,0.0
212,2.0,2.0,2017.0,4.0,2.0,71.20355,0.0
213,0.0,2.0,2017.0,4.0,2.0,85.41573,0.0
214,5.0,2.0,2017.0,4.0,2.0,56.98476,0.0
215,3.0,2.0,2017.0,4.0,2.0,57.49862,0.0
216,0.0,2.0,2017.0,4.0,2.0,113.23569,0.0
217,2.0,2.0,2017.0,4.0,2.0,79.24526,0.0
218,3.0,2.0,2017.0,4.0,2.0,49.182343,0.0
219,2.0,2.0,2017.0,4.0,2.0,60.15692,0.0
220,2.0,2.0,2017.0,4.0,2.0,67.59338,0.0
221,2.0,2.0,2017.0,4.0,2.0,57.65291,0.0
222,2.0,2.0,2017.0,4.0,2.0,101.57571,0.0
223,2.0,2.0,2017.0,4.0,2.0,110.50564,0.0
224,3.0,2.0,2017.0,4.0,2.0,93.13281,0.0
225,2.0,2.0,2017.0,4.0,2.0,68.68672,0.0
226,3.0,2.0,2017.0,4.0,2.0,7.78032,0.0
227,2.0,2.0,2017.0,4.0,2.0,80.90717,0.0
228,5.0,1.0,2017.0,4.0,3.0,33.937172,0.0
229,4.0,1.0,2017.0,4.0,3.0,104.79781,0.0
230,2.0,1.0,2017.0,4.0,3.0,97.343185,0.0
231,1.0,1.0,2017.0,4.0,3.0,84.837814,0.0
232,4.0,1.0,2017.0,4.0,3.0,41.941494,0.0
233,3.0,1.0,2017.0,4.0,3.0,39.31936,1.0
234,1.0,1.0,2017.0,4.0,3.0,85.37506,0.0
235,4.0,1.0,2017.0,4.0,3.0,164.9428,0.0
236,5.0,3.0,2017.0,4.0,3.0,108.43908,0.0
237,1.0,1.0,2017.0,4.0,3.0,84.837814,0.0
238,4.0,1.0,2017.0,4.0,3.0,141.93376,0.0
239,6.0,3.0,2017.0,4.0,3.0,111.98149,0.0
240,1.0,1.0,2017.0,4.0,3.0,82.91182,0.0
241,5.0,2.0,2017.0,4.0,3.0,35.06167,1.0
242,1.0,1.0,2017.0,4.0,3.0,61.022762,0.0
243,1.0,1.0,2017.0,4.0,3.0,84.837814,0.0
244,1.0,1.0,2017.0,4.0,3.0,84.837814,0.0
245,1.0,1.0,2017.0,4.0,3.0,84.837814,0.0
246,0.0,1.0,2017.0,4.0,3.0,132.86954,0.0
247,1.0,1.0,2017.0,4.0,3.0,86.504166,0.0
248,1.0,1.0,2017.0,4.0,3.0,68.2695,0.0
249,1.0,1.0,2017.0,4.0,3.0,86.504166,0.0
250,1.0,1.0,2017.0,4.0,3.0,87.48369,0.0
251,1.0,1.0,2017.0,4.0,3.0,86.504166,0.0
252,1.0,1.0,2017.0,4.0,3.0,86.504166,0.0
253,1.0,1.0,2017.0,4.0,3.0,90.55165,0.0
254,4.0,1.0,2017.0,4.0,3.0,30.688688,0.0
255,1.0,1.0,2017.0,4.0,3.0,86.504166,0.0
256,4.0,1.0,2017.0,4.0,3.0,67.85337,0.0
257,1.0,1.0,2017.0,4.0,3.0,86.504166,0.0
258,1.0,1.0,2017.0,4.0,3.0,86.504166,0.0
259,1.0,1.0,2017.0,4.0,3.0,86.504166,0.0
260,3.0,1.0,2017.0,4.0,3.0,98.45022,0.0
261,3.0,1.0,2017.0,4.0,3.0,103.32452,0.0
262,1.0,1.0,2017.0,4.0,3.0,93.15262,0.0
263,1.0,1.0,2017.0,4.0,3.0,93.15262,0.0
264,1.0,1.0,2017.0,4.0,3.0,77.618935,0.0
265,1.0,1.0,2017.0,4.0,3.0,94.13214,0.0
266,1.0,1.0,2017.0,4.0,3.0,93.15262,0.0
267,0.0,1.0,2017.0,4.0,3.0,53.90026,0.0
268,0.0,1.0,2017.0,4.0,3.0,62.947086,0.0
269,1.0,1.0,2017.0,4.0,3.0,108.56118,1.0
270,1.0,1.0,2017.0,4.0,3.0,101.705055,1.0
271,1.0,1.0,2017.0,4.0,3.0,108.56118,1.0
272,1.0,1.0,2017.0,4.0,3.0,108.56118,1.0
273,1.0,1.0,2017.0,4.0,3.0,101.705055,1.0
274,1.0,1.0,2017.0,4.0,3.0,101.705055,1.0
275,1.0,1.0,2017.0,4.0,3.0,108.56118,1.0
276,0.0,1.0,2017.0,4.0,3.0,57.477245,0.0
277,0.0,1.0,2017.0,4.0,3.0,66.41533,0.0
278,1.0,1.0,2017.0,4.0,3.0,108.56118,1.0
279,0.0,1.0,2017.0,4.0,3.0,66.41533,0.0
280,0.0,1.0,2017.0,4.0,3.0,136.45657,0.0
281,1.0,1.0,2017.0,4.0,3.0,137.79752,0.0
282,0.0,1.0,2017.0,4.0,3.0,88.848076,0.0
283,1.0,1.0,2017.0,4.0,3.0,110.19616,0.0
284,4.0,1.0,2017.0,4.0,3.0,41.882233,0.0
285,1.0,1.0,2017.0,4.0,3.0,77.16872,0.0
286,1.0,1.0,2017.0,4.0,3.0,93.330536,0.0
287,0.0,1.0,2017.0,4.0,3.0,55.935402,0.0
288,0.0,1.0,2017.0,4.0,3.0,36.666996,0.0
289,1.0,1.0,2017.0,4.0,3.0,125.77327,0.0
290,0.0,1.0,2017.0,4.0,3.0,120.43683,0.0
291,1.0,1.0,2017.0,4.0,3.0,104.50683,1.0
292,5.0,2.0,2017.0,4.0,3.0,37.924763,0.0
293,5.0,1.0,2017.0,4.0,3.0,45.443584,0.0
294,0.0,1.0,2017.0,4.0,3.0,201.60074,0.0
295,1.0,1.0,2017.0,4.0,3.0,82.283356,0.0
296,3.0,1.0,2017.0,4.0,3.0,116.06739,0.0
297,0.0,0.0,2017.0,4.0,3.0,-24.842752,0.0
298,4.0,1.0,2017.0,4.0,3.0,86.72373,0.0
299,0.0,1.0,2017.0,4.0,3.0,43.003742,0.0
300,4.0,1.0,2017.0,4.0,3.0,85.78583,0.0
301,1.0,1.0,2017.0,4.0,3.0,86.45682,0.0
302,1.0,1.0,2017.0,4.0,3.0,86.45682,0.0
303,0.0,1.0,2017.0,4.0,3.0,43.003742,0.0
304,5.0,1.0,2017.0,4.0,3.0,28.669207,0.0
305,1.0,1.0,2017.0,4.0,3.0,87.741394,0.0
306,3.0,1.0,2017.0,4.0,3.0,26.686377,0.0
307,3.0,1.0,2017.0,4.0,3.0,58.26795,0.0
308,3.0,1.0,2017.0,4.0,3.0,32.214363,0.0
309,1.0,1.0,2017.0,4.0,3.0,105.791405,1.0
310,1.0,1.0,2017.0,4.0,3.0,105.791405,1.0
311,5.0,2.0,2017.0,4.0,3.0,9.947384,0.0
312,5.0,2.0,2017.0,4.0,3.0,22.998913,0.0
313,0.0,1.0,2017.0,4.0,3.0,84.08163,0.0
314,5.0,2.0,2017.0,4.0,3.0,9.947384,0.0
315,1.0,1.0,2017.0,4.0,3.0,105.791405,1.0
316,1.0,1.0,2017.0,4.0,3.0,105.791405,1.0
317,0.0,1.0,2017.0,4.0,3.0,81.413574,0.0
318,1.0,1.0,2017.0,4.0,3.0,80.253685,1.0
319,1.0,1.0,2017.0,4.0,3.0,114.00283,1.0
320,4.0,1.0,2017.0,4.0,3.0,92.26497,0.0
321,5.0,1.0,2017.0,4.0,3.0,43.72092,0.0
322,2.0,1.0,2017.0,4.0,3.0,74.659874,0.0
323,2.0,1.0,2017.0,4.0,3.0,75.10677,0.0
324,2.0,1.0,2017.0,4.0,3.0,74.91357,0.0
325,2.0,1.0,2017.0,4.0,3.0,98.32809,0.0
326,2.0,1.0,2017.0,4.0,3.0,125.34856,0.0
327,2.0,1.0,2017.0,4.0,3.0,114.371155,0.0
328,2.0,1.0,2017.0,4.0,3.0,71.98399,0.0
329,2.0,1.0,2017.0,4.0,3.0,131.3792,0.0
330,2.0,1.0,2017.0,4.0,3.0,55.561623,0.0
331,2.0,1.0,2017.0,4.0,3.0,52.5991,0.0
332,4.0,1.0,2017.0,4.0,3.0,81.2382,0.0
333,2.0,1.0,2017.0,4.0,3.0,61.610046,0.0
334,2.0,1.0,2017.0,4.0,3.0,65.33657,0.0
335,4.0,1.0,2017.0,4.0,3.0,114.43819,0.0
336,2.0,1.0,2017.0,4.0,3.0,34.52857,0.0
337,2.0,1.0,2017.0,4.0,3.0,26.66883,0.0
338,11.0,5.0,2017.0,4.0,3.0,-11.147441,0.0
339,1.0,1.0,2017.0,4.0,3.0,39.04578,0.0
340,3.0,1.0,2017.0,4.0,3.0,43.404594,1.0
341,3.0,1.0,2017.0,4.0,3.0,26.338074,1.0
342,3.0,1.0,2017.0,4.0,3.0,26.338074,1.0
343,4.0,1.0,2017.0,4.0,3.0,92.80234,0.0
344,4.0,1.0,2017.0,4.0,3.0,110.219696,0.0
345,4.0,1.0,2017.0,4.0,3.0,51.874397,0.0
346,4.0,1.0,2017.0,4.0,3.0,65.03051,0.0
347,4.0,1.0,2017.0,4.0,3.0,78.97735,0.0
348,1.0,1.0,2017.0,4.0,3.0,88.37361,0.0
349,8.0,3.0,2017.0,4.0,3.0,68.32128,1.0
350,3.0,1.0,2017.0,4.0,3.0,124.27044,1.0
351,1.0,1.0,2017.0,4.0,3.0,72.974724,1.0
352,4.0,1.0,2017.0,4.0,3.0,53.55332,0.0
353,4.0,1.0,2017.0,4.0,3.0,167.19287,1.0
354,3.0,1.0,2017.0,4.0,3.0,75.87052,0.0
355,3.0,1.0,2017.0,4.0,3.0,82.88728,0.0
356,3.0,1.0,2017.0,4.0,3.0,51.265663,0.0
357,2.0,1.0,2017.0,4.0,3.0,86.79965,0.0
358,3.0,1.0,2017.0,4.0,3.0,85.37999,0.0
359,3.0,1.0,2017.0,4.0,3.0,72.44042,0.0
360,7.0,3.0,2017.0,4.0,3.0,70.0306,0.0
361,3.0,1.0,2017.0,4.0,3.0,72.44042,0.0
362,3.0,1.0,2017.0,4.0,3.0,49.464848,0.0
363,7.0,3.0,2017.0,4.0,3.0,70.0306,0.0
364,3.0,1.0,2017.0,4.0,3.0,111.31042,0.0
365,3.0,1.0,2017.0,4.0,3.0,71.53422,0.0
366,3.0,1.0,2017.0,4.0,3.0,25.717577,0.0
367,2.0,1.0,2017.0,4.0,3.0,47.1055,0.0
368,2.0,1.0,2017.0,4.0,3.0,33.90664,0.0
369,3.0,1.0,2017.0,4.0,3.0,74.95902,0.0
370,3.0,1.0,2017.0,4.0,3.0,65.08671,0.0
371,3.0,1.0,2017.0,4.0,3.0,51.536285,0.0
372,3.0,1.0,2017.0,4.0,3.0,78.98682,0.0
373,7.0,3.0,2017.0,4.0,3.0,67.38711,0.0
374,3.0,1.0,2017.0,4.0,3.0,41.9432,0.0
375,3.0,1.0,2017.0,4.0,3.0,55.75026,0.0
376,3.0,1.0,2017.0,4.0,3.0,7.6813354,0.0
377,3.0,1.0,2017.0,4.0,3.0,56.839844,0.0
378,3.0,1.0,2017.0,4.0,3.0,25.134413,0.0
379,3.0,1.0,2017.0,4.0,3.0,25.134413,0.0
380,5.0,1.0,2017.0,4.0,3.0,13.47018,0.0
381,3.0,1.0,2017.0,4.0,3.0,66.82064,0.0
382,3.0,1.0,2017.0,4.0,3.0,39.85957,0.0
383,3.0,1.0,2017.0,4.0,3.0,102.422874,0.0
384,3.0,1.0,2017.0,4.0,3.0,209.03432,0.0
385,3.0,1.0,2017.0,4.0,3.0,43.404774,0.0
386,3.0,1.0,2017.0,4.0,3.0,60.366486,0.0
387,3.0,1.0,2017.0,4.0,3.0,92.21489,0.0
388,3.0,1.0,2017.0,4.0,3.0,58.26805,0.0
389,3.0,1.0,2017.0,4.0,3.0,58.428543,0.0
390,3.0,1.0,2017.0,4.0,3.0,17.50109,1.0
391,5.0,1.0,2017.0,4.0,3.0,109.977196,0.0
392,3.0,1.0,2017.0,4.0,3.0,17.50109,1.0
393,1.0,1.0,2017.0,4.0,3.0,63.34009,1.0
394,1.0,1.0,2017.0,4.0,3.0,56.86723,0.0
395,1.0,1.0,2017.0,4.0,3.0,77.04109,1.0
396,1.0,1.0,2017.0,4.0,3.0,77.04109,1.0
397,1.0,1.0,2017.0,4.0,3.0,119.06151,0.0
398,1.0,1.0,2017.0,4.0,3.0,77.04109,1.0
399,1.0,1.0,2017.0,4.0,3.0,83.63447,0.0
400,1.0,1.0,2017.0,4.0,3.0,90.131424,0.0
401,1.0,1.0,2017.0,4.0,3.0,90.131424,0.0
402,1.0,1.0,2017.0,4.0,3.0,77.04109,1.0
403,1.0,1.0,2017.0,4.0,3.0,77.41809,0.0
404,1.0,1.0,2017.0,4.0,3.0,77.04109,1.0
405,1.0,1.0,2017.0,4.0,3.0,157.43008,0.0
406,3.0,1.0,2017.0,4.0,3.0,44.965885,0.0
407,1.0,1.0,2017.0,4.0,3.0,77.04109,1.0
408,2.0,1.0,2017.0,4.0,3.0,87.212585,0.0
409,1.0,1.0,2017.0,4.0,3.0,101.9388,0.0
410,1.0,1.0,2017.0,4.0,3.0,81.202126,0.0
411,1.0,1.0,2017.0,4.0,3.0,89.91478,0.0
412,1.0,1.0,2017.0,4.0,3.0,89.91478,0.0
413,1.0,1.0,2017.0,4.0,3.0,89.91478,0.0
414,1.0,1.0,2017.0,4.0,3.0,93.96228,0.0
415,0.0,1.0,2017.0,4.0,3.0,74.548935,0.0
416,1.0,1.0,2017.0,4.0,3.0,89.91478,0.0
417,0.0,1.0,2017.0,4.0,3.0,77.26594,0.0
418,1.0,1.0,2017.0,4.0,3.0,89.91478,0.0
419,1.0,1.0,2017.0,4.0,3.0,89.318306,0.0
420,1.0,1.0,2017.0,4.0,3.0,76.82445,1.0
421,1.0,1.0,2017.0,4.0,3.0,76.82445,1.0
422,1.0,1.0,2017.0,4.0,3.0,71.55004,0.0
423,1.0,1.0,2017.0,4.0,3.0,76.82445,1.0
424,1.0,1.0,2017.0,4.0,3.0,76.82445,1.0
425,1.0,1.0,2017.0,4.0,3.0,76.82445,1.0
426,1.0,1.0,2017.0,4.0,3.0,82.6494,0.0
427,1.0,1.0,2017.0,4.0,3.0,71.55004,0.0
428,1.0,1.0,2017.0,4.0,3.0,76.82445,1.0
429,1.0,1.0,2017.0,4.0,3.0,89.91478,0.0
430,2.0,1.0,2017.0,4.0,3.0,51.21996,0.0
431,2.0,1.0,2017.0,4.0,3.0,49.025036,1.0
432,1.0,1.0,2017.0,4.0,3.0,76.82445,1.0
