,stays_in_week_nights,stays_in_weekend_nights,arrival_date_year,arrival_date_month,arrival_date_day_of_month,adr,is_canceled
114,1.0,1.0,2017.0,4.0,1.0,67.35041718124873,0.0
115,5.0,2.0,2017.0,4.0,1.0,101.97152677520266,0.0
116,1.0,2.0,2017.0,4.0,1.0,92.3573795758931,1.0
117,5.0,2.0,2017.0,4.0,1.0,33.770220849292194,0.0
118,5.0,2.0,2017.0,4.0,1.0,37.65079677362473,0.0
119,2.0,2.0,2017.0,4.0,1.0,77.60269600185829,0.0
120,3.0,2.0,2017.0,4.0,1.0,56.52851600355766,0.0
121,6.0,2.0,2017.0,4.0,1.0,72.15963522109378,0.0
122,1.0,0.0,2017.0,4.0,1.0,64.80237015250543,0.0
123,5.0,2.0,2017.0,4.0,1.0,61.594682059184436,0.0
124,5.0,2.0,2017.0,4.0,1.0,55.67310833698591,0.0
125,1.0,2.0,2017.0,4.0,1.0,93.05096449472238,1.0
126,5.0,2.0,2017.0,4.0,1.0,52.18656740028495,0.0
127,1.0,2.0,2017.0,4.0,1.0,82.37791969601798,0.0
128,4.0,2.0,2017.0,4.0,1.0,69.74776336619266,0.0
129,5.0,2.0,2017.0,4.0,1.0,45.508441854736866,0.0
130,5.0,2.0,2017.0,4.0,1.0,52.18656740028495,0.0
131,5.0,2.0,2017.0,4.0,1.0,65.07473465327122,0.0
132,1.0,2.0,2017.0,4.0,2.0,77.38544991795064,0.0
133,2.0,2.0,2017.0,4.0,2.0,101.07723218703325,0.0
134,5.0,2.0,2017.0,4.0,2.0,63.59048346772721,0.0
135,1.0,2.0,2017.0,4.0,2.0,83.16838018056586,0.0
136,2.0,2.0,2017.0,4.0,2.0,117.31708913767767,0.0
137,2.0,2.0,2017.0,4.0,2.0,65.45021795169646,0.0
138,4.0,2.0,2017.0,4.0,2.0,75.010223622833,0.0
139,1.0,2.0,2017.0,4.0,2.0,81.8355834498251,0.0
140,0.0,1.0,2017.0,4.0,2.0,122.46828828121943,0.0
141,1.0,2.0,2017.0,4.0,2.0,72.40282571508754,0.0
142,2.0,2.0,2017.0,4.0,2.0,84.18770120480387,0.0
143,1.0,2.0,2017.0,4.0,2.0,76.49528715215811,0.0
144,2.0,2.0,2017.0,4.0,2.0,80.7089871273201,0.0
145,2.0,2.0,2017.0,4.0,2.0,79.65336855044757,0.0
146,1.0,2.0,2017.0,4.0,2.0,79.26837364893126,0.0
147,3.0,2.0,2017.0,4.0,2.0,50.51646037651527,1.0
148,2.0,2.0,2017.0,4.0,2.0,80.75248483890113,0.0
149,2.0,2.0,2017.0,4.0,2.0,94.42352749627766,0.0
150,2.0,2.0,2017.0,4.0,2.0,80.7089871273201,0.0
151,2.0,2.0,2017.0,4.0,2.0,72.49066854178598,0.0
152,2.0,2.0,2017.0,4.0,2.0,85.95683268392065,0.0
153,2.0,2.0,2017.0,4.0,2.0,123.26675461689351,0.0
154,4.0,2.0,2017.0,4.0,2.0,73.21794387825712,0.0
155,1.0,2.0,2017.0,4.0,2.0,106.1661679291375,0.0
156,2.0,2.0,2017.0,4.0,2.0,73.47246657720365,0.0
157,0.0,2.0,2017.0,4.0,2.0,94.21266899829966,0.0
158,3.0,2.0,2017.0,4.0,2.0,118.69398857212504,0.0
159,1.0,2.0,2017.0,4.0,2.0,85.74319603518543,0.0
160,1.0,2.0,2017.0,4.0,2.0,70.41032788484891,0.0
161,0.0,1.0,2017.0,4.0,2.0,83.20575287654552,0.0
162,4.0,2.0,2017.0,4.0,2.0,85.19713362678533,0.0
163,1.0,2.0,2017.0,4.0,2.0,88.65550158457299,0.0
164,0.0,1.0,2017.0,4.0,2.0,82.67547426603727,0.0
165,0.0,2.0,2017.0,4.0,2.0,92.83819317650138,1.0
166,0.0,2.0,2017.0,4.0,2.0,84.63979147750433,1.0
167,0.0,1.0,2017.0,4.0,2.0,75.8303170943395,0.0
168,4.0,2.0,2017.0,4.0,2.0,93.22994371049734,0.0
169,4.0,2.0,2017.0,4.0,2.0,49.32102966569282,0.0
170,2.0,2.0,2017.0,4.0,2.0,74.44227879509442,0.0
171,5.0,2.0,2017.0,4.0,2.0,72.47412074540657,1.0
172,2.0,2.0,2017.0,4.0,2.0,65.45098571433559,0.0
173,2.0,2.0,2017.0,4.0,2.0,80.89070401252201,0.0
174,1.0,2.0,2017.0,4.0,2.0,68.4950450082405,0.0
175,1.0,2.0,2017.0,4.0,2.0,118.20565671613974,0.0
176,5.0,2.0,2017.0,4.0,2.0,49.992155626333876,0.0
177,1.0,2.0,2017.0,4.0,2.0,203.20661805510383,0.0
178,0.0,1.0,2017.0,4.0,2.0,78.08754515738639,0.0
179,1.0,2.0,2017.0,4.0,2.0,88.68732651315871,0.0
180,0.0,1.0,2017.0,4.0,2.0,89.6995375740695,0.0
181,1.0,2.0,2017.0,4.0,2.0,108.16398950932165,0.0
182,2.0,2.0,2017.0,4.0,2.0,89.29633512417007,0.0
183,6.0,4.0,2017.0,4.0,2.0,72.18238389801132,0.0
184,1.0,2.0,2017.0,4.0,2.0,72.90650201881549,0.0
185,0.0,2.0,2017.0,4.0,2.0,82.33169619484416,1.0
186,2.0,2.0,2017.0,4.0,2.0,80.92944458211673,0.0
187,2.0,2.0,2017.0,4.0,2.0,89.29633512417007,0.0
188,2.0,2.0,2017.0,4.0,2.0,64.53561144657105,0.0
189,2.0,2.0,2017.0,4.0,2.0,85.95683268392065,0.0
190,2.0,2.0,2017.0,4.0,2.0,81.20105217553778,0.0
191,2.0,2.0,2017.0,4.0,2.0,80.93600277914788,0.0
192,0.0,2.0,2017.0,4.0,2.0,66.14402912399316,0.0
193,1.0,2.0,2017.0,4.0,2.0,177.05144414871648,0.0
194,0.0,2.0,2017.0,4.0,2.0,169.56646923710898,1.0
195,2.0,2.0,2017.0,4.0,2.0,87.10416554790292,0.0
196,0.0,1.0,2017.0,4.0,2.0,73.1340076738061,0.0
197,3.0,2.0,2017.0,4.0,2.0,57.74020214288205,0.0
198,0.0,1.0,2017.0,4.0,2.0,68.54711899513678,0.0
199,1.0,2.0,2017.0,4.0,2.0,95.5265832106713,0.0
200,2.0,2.0,2017.0,4.0,2.0,65.4072090308433,0.0
201,0.0,2.0,2017.0,4.0,2.0,75.84802268106284,0.0
202,2.0,2.0,2017.0,4.0,2.0,132.37335580038788,0.0
203,1.0,2.0,2017.0,4.0,2.0,79.4764365760526,0.0
204,2.0,2.0,2017.0,4.0,2.0,117.36567429119148,0.0
205,3.0,2.0,2017.0,4.0,2.0,175.7509124230824,0.0
206,2.0,2.0,2017.0,4.0,2.0,66.06816651799619,0.0
207,4.0,2.0,2017.0,4.0,2.0,56.5508896221954,0.0
208,5.0,2.0,2017.0,4.0,2.0,49.23032962909603,0.0
209,5.0,2.0,2017.0,4.0,2.0,84.02922071087046,0.0
210,2.0,2.0,2017.0,4.0,2.0,73.87139893531133,1.0
211,2.0,2.0,2017.0,4.0,2.0,81.03727019164404,0.0
212,2.0,2.0,2017.0,4.0,2.0,81.05375463779242,0.0
213,0.0,2.0,2017.0,4.0,2.0,83.95478919852367,0.0
214,5.0,2.0,2017.0,4.0,2.0,72.46475437780616,0.0
215,3.0,2.0,2017.0,4.0,2.0,56.46414060595801,0.0
216,0.0,2.0,2017.0,4.0,2.0,108.99014227367101,0.0
217,2.0,2.0,2017.0,4.0,2.0,93.02615414688832,0.0
218,3.0,2.0,2017.0,4.0,2.0,67.79164440196145,0.0
219,2.0,2.0,2017.0,4.0,2.0,88.91671302010283,0.0
220,2.0,2.0,2017.0,4.0,2.0,81.09725234937346,0.0
221,2.0,2.0,2017.0,4.0,2.0,55.73827138507919,0.0
222,2.0,2.0,2017.0,4.0,2.0,123.30101249225456,0.0
223,2.0,2.0,2017.0,4.0,2.0,123.30101249225456,0.0
224,3.0,2.0,2017.0,4.0,2.0,113.27616766482528,0.0
225,2.0,2.0,2017.0,4.0,2.0,55.73827138507919,0.0
226,3.0,2.0,2017.0,4.0,2.0,93.69412878353194,0.0
227,2.0,2.0,2017.0,4.0,2.0,69.18905874358995,0.0
228,5.0,1.0,2017.0,4.0,3.0,64.4695989203484,0.0
229,4.0,1.0,2017.0,4.0,3.0,87.9180874688607,0.0
230,2.0,1.0,2017.0,4.0,3.0,152.65200427647005,0.0
231,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
232,4.0,1.0,2017.0,4.0,3.0,75.08103725969679,0.0
233,3.0,1.0,2017.0,4.0,3.0,53.32542691295719,1.0
234,1.0,1.0,2017.0,4.0,3.0,90.92809417989297,0.0
235,4.0,1.0,2017.0,4.0,3.0,164.87737360241587,0.0
236,5.0,3.0,2017.0,4.0,3.0,80.34630887235696,0.0
237,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
238,4.0,1.0,2017.0,4.0,3.0,138.04646381922976,0.0
239,6.0,3.0,2017.0,4.0,3.0,96.29007215898524,0.0
240,1.0,1.0,2017.0,4.0,3.0,57.095909767216405,0.0
241,5.0,2.0,2017.0,4.0,3.0,48.70723200700777,0.0
242,1.0,1.0,2017.0,4.0,3.0,70.17103645423448,0.0
243,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
244,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
245,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
246,0.0,1.0,2017.0,4.0,3.0,61.19884909144161,0.0
247,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
248,1.0,1.0,2017.0,4.0,3.0,55.4790783439217,0.0
249,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
250,1.0,1.0,2017.0,4.0,3.0,56.800775719895356,0.0
251,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
252,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
253,1.0,1.0,2017.0,4.0,3.0,66.33916800797095,0.0
254,4.0,1.0,2017.0,4.0,3.0,49.50815486158356,0.0
255,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
256,4.0,1.0,2017.0,4.0,3.0,78.7297375481835,0.0
257,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
258,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
259,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
260,3.0,1.0,2017.0,4.0,3.0,112.66549975561203,0.0
261,3.0,1.0,2017.0,4.0,3.0,113.52688205600572,0.0
262,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
263,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
264,1.0,1.0,2017.0,4.0,3.0,69.85375348644571,0.0
265,1.0,1.0,2017.0,4.0,3.0,56.800775719895356,0.0
266,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
267,0.0,1.0,2017.0,4.0,3.0,86.6778481260642,0.0
268,0.0,1.0,2017.0,4.0,3.0,93.30721855600925,0.0
269,1.0,1.0,2017.0,4.0,3.0,102.80291371119716,1.0
270,1.0,1.0,2017.0,4.0,3.0,101.32745705378726,1.0
271,1.0,1.0,2017.0,4.0,3.0,102.85362161918823,1.0
272,1.0,1.0,2017.0,4.0,3.0,102.85362161918823,1.0
273,1.0,1.0,2017.0,4.0,3.0,101.37816496177832,1.0
274,1.0,1.0,2017.0,4.0,3.0,101.37816496177832,1.0
275,1.0,1.0,2017.0,4.0,3.0,102.85362161918823,1.0
276,0.0,1.0,2017.0,4.0,3.0,17.22916910804661,0.0
277,0.0,1.0,2017.0,4.0,3.0,82.6246304315378,0.0
278,1.0,1.0,2017.0,4.0,3.0,102.85362161918823,1.0
279,0.0,1.0,2017.0,4.0,3.0,82.6246304315378,0.0
280,0.0,1.0,2017.0,4.0,3.0,106.00364561376207,0.0
281,1.0,1.0,2017.0,4.0,3.0,137.16330300099185,0.0
282,0.0,1.0,2017.0,4.0,3.0,102.70335085585819,0.0
283,1.0,1.0,2017.0,4.0,3.0,104.49221135957185,0.0
284,4.0,1.0,2017.0,4.0,3.0,52.964314078639184,0.0
285,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
286,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
287,0.0,1.0,2017.0,4.0,3.0,85.59668263157782,0.0
288,0.0,1.0,2017.0,4.0,3.0,78.62377408888564,0.0
289,1.0,1.0,2017.0,4.0,3.0,108.1896120760236,0.0
290,0.0,1.0,2017.0,4.0,3.0,125.20189988920816,0.0
291,1.0,1.0,2017.0,4.0,3.0,103.01757482751347,1.0
292,5.0,2.0,2017.0,4.0,3.0,52.36683592112962,0.0
293,5.0,1.0,2017.0,4.0,3.0,84.35238778634631,0.0
294,0.0,1.0,2017.0,4.0,3.0,137.51404339716473,0.0
295,1.0,1.0,2017.0,4.0,3.0,66.81005031721875,0.0
296,3.0,1.0,2017.0,4.0,3.0,114.05622887665511,1.0
297,0.0,0.0,2017.0,4.0,3.0,9.046968616672283,0.0
298,4.0,1.0,2017.0,4.0,3.0,80.16272524467678,0.0
299,0.0,1.0,2017.0,4.0,3.0,60.038052503841406,0.0
300,4.0,1.0,2017.0,4.0,3.0,77.880447868167,0.0
301,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
302,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
303,0.0,1.0,2017.0,4.0,3.0,60.038052503841406,0.0
304,5.0,1.0,2017.0,4.0,3.0,46.1041107624127,0.0
305,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
306,3.0,1.0,2017.0,4.0,3.0,67.43499861703614,0.0
307,3.0,1.0,2017.0,4.0,3.0,84.81059372611927,0.0
308,3.0,1.0,2017.0,4.0,3.0,47.14182649301512,0.0
309,1.0,1.0,2017.0,4.0,3.0,103.01757482751347,1.0
310,1.0,1.0,2017.0,4.0,3.0,103.01757482751347,1.0
311,5.0,2.0,2017.0,4.0,3.0,37.16001546525674,0.0
312,5.0,2.0,2017.0,4.0,3.0,59.12070071114132,0.0
313,0.0,1.0,2017.0,4.0,3.0,61.79278163551605,0.0
314,5.0,2.0,2017.0,4.0,3.0,37.21564659848896,0.0
315,1.0,1.0,2017.0,4.0,3.0,103.01757482751347,1.0
316,1.0,1.0,2017.0,4.0,3.0,103.01757482751347,1.0
317,0.0,1.0,2017.0,4.0,3.0,119.39618684161113,0.0
318,1.0,1.0,2017.0,4.0,3.0,62.427841642268504,1.0
319,1.0,1.0,2017.0,4.0,3.0,124.88758823978229,0.0
320,4.0,1.0,2017.0,4.0,3.0,80.13235250856061,0.0
321,5.0,1.0,2017.0,4.0,3.0,74.86398626158466,0.0
322,2.0,1.0,2017.0,4.0,3.0,79.75558312873456,0.0
323,2.0,1.0,2017.0,4.0,3.0,75.30659811000733,0.0
324,2.0,1.0,2017.0,4.0,3.0,75.51720624174985,0.0
325,2.0,1.0,2017.0,4.0,3.0,88.6461937296072,0.0
326,2.0,1.0,2017.0,4.0,3.0,87.3376329319732,0.0
327,2.0,1.0,2017.0,4.0,3.0,131.12794221637105,0.0
328,2.0,1.0,2017.0,4.0,3.0,60.458300310697496,0.0
329,2.0,1.0,2017.0,4.0,3.0,170.68939182946605,0.0
330,2.0,1.0,2017.0,4.0,3.0,65.53605685500175,0.0
331,2.0,1.0,2017.0,4.0,3.0,71.28757313006815,0.0
332,4.0,1.0,2017.0,4.0,3.0,87.15856965305713,0.0
333,2.0,1.0,2017.0,4.0,3.0,75.4458821825719,0.0
334,2.0,1.0,2017.0,4.0,3.0,76.74281982017692,0.0
335,4.0,1.0,2017.0,4.0,3.0,124.0256583137488,0.0
336,2.0,1.0,2017.0,4.0,3.0,71.33906059138756,0.0
337,2.0,1.0,2017.0,4.0,3.0,54.33165185996531,0.0
338,11.0,5.0,2017.0,4.0,3.0,77.113030258478,0.0
339,1.0,1.0,2017.0,4.0,3.0,55.57733646500878,0.0
340,3.0,1.0,2017.0,4.0,3.0,49.90134134167088,1.0
341,3.0,1.0,2017.0,4.0,3.0,41.658070061994394,1.0
342,3.0,1.0,2017.0,4.0,3.0,41.658070061994394,1.0
343,4.0,1.0,2017.0,4.0,3.0,79.99959846018888,0.0
344,4.0,1.0,2017.0,4.0,3.0,95.33130872388875,0.0
345,4.0,1.0,2017.0,4.0,3.0,58.463577710638305,0.0
346,4.0,1.0,2017.0,4.0,3.0,73.19005276998689,0.0
347,4.0,1.0,2017.0,4.0,3.0,95.14326077172551,1.0
348,1.0,1.0,2017.0,4.0,3.0,66.02385379255878,0.0
349,8.0,3.0,2017.0,4.0,3.0,57.88404499422433,0.0
350,3.0,1.0,2017.0,4.0,3.0,88.83254970533562,0.0
351,1.0,1.0,2017.0,4.0,3.0,52.982624994319096,0.0
352,4.0,1.0,2017.0,4.0,3.0,58.341722036166715,0.0
353,4.0,1.0,2017.0,4.0,3.0,187.43120848732244,0.0
354,3.0,1.0,2017.0,4.0,3.0,77.50596322893068,0.0
355,3.0,1.0,2017.0,4.0,3.0,81.68401025535991,0.0
356,3.0,1.0,2017.0,4.0,3.0,54.13207380072646,0.0
357,2.0,1.0,2017.0,4.0,3.0,96.5027468158221,0.0
358,3.0,1.0,2017.0,4.0,3.0,80.48308204954925,0.0
359,3.0,1.0,2017.0,4.0,3.0,78.94576438751001,0.0
360,7.0,3.0,2017.0,4.0,3.0,47.58138760227793,0.0
361,3.0,1.0,2017.0,4.0,3.0,78.94576438751001,0.0
362,3.0,1.0,2017.0,4.0,3.0,66.03304293307208,0.0
363,7.0,3.0,2017.0,4.0,3.0,47.58138760227793,0.0
364,3.0,1.0,2017.0,4.0,3.0,123.88207048515585,0.0
365,3.0,1.0,2017.0,4.0,3.0,75.4824315631532,0.0
366,3.0,1.0,2017.0,4.0,3.0,66.98588948760757,0.0
367,2.0,1.0,2017.0,4.0,3.0,61.12613881691631,0.0
368,2.0,1.0,2017.0,4.0,3.0,48.782093852026975,0.0
369,3.0,1.0,2017.0,4.0,3.0,85.14535371525096,0.0
370,3.0,1.0,2017.0,4.0,3.0,71.98989020784227,0.0
371,3.0,1.0,2017.0,4.0,3.0,65.29822309849033,0.0
372,3.0,1.0,2017.0,4.0,3.0,81.65584901772262,0.0
373,7.0,3.0,2017.0,4.0,3.0,47.58138760227793,0.0
374,3.0,1.0,2017.0,4.0,3.0,78.0768888886015,0.0
375,3.0,1.0,2017.0,4.0,3.0,84.11236654261207,0.0
376,3.0,1.0,2017.0,4.0,3.0,61.67696923407927,0.0
377,3.0,1.0,2017.0,4.0,3.0,76.28838099456306,0.0
378,3.0,1.0,2017.0,4.0,3.0,69.86714328009724,0.0
379,3.0,1.0,2017.0,4.0,3.0,69.86714328009724,0.0
380,5.0,1.0,2017.0,4.0,3.0,51.10583254135229,1.0
381,3.0,1.0,2017.0,4.0,3.0,86.73291335528378,0.0
382,3.0,1.0,2017.0,4.0,3.0,46.78643916280885,0.0
383,3.0,1.0,2017.0,4.0,3.0,102.33972477209771,0.0
384,3.0,1.0,2017.0,4.0,3.0,218.50879281458435,0.0
385,3.0,1.0,2017.0,4.0,3.0,69.3723402040849,0.0
386,3.0,1.0,2017.0,4.0,3.0,90.4122009821796,0.0
387,3.0,1.0,2017.0,4.0,3.0,116.00721431783172,0.0
388,3.0,1.0,2017.0,4.0,3.0,64.65865261280625,0.0
389,3.0,1.0,2017.0,4.0,3.0,73.17957387235393,0.0
390,3.0,1.0,2017.0,4.0,3.0,41.658070061994394,1.0
391,5.0,1.0,2017.0,4.0,3.0,160.223341184132,0.0
392,3.0,1.0,2017.0,4.0,3.0,41.658070061994394,1.0
393,1.0,1.0,2017.0,4.0,3.0,61.10914267440502,1.0
394,1.0,1.0,2017.0,4.0,3.0,79.32738419087421,0.0
395,1.0,1.0,2017.0,4.0,3.0,62.427841642268504,1.0
